name,id,continent,age,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value
Breno Laranjeiro,7487,4,30,2021,2,1,1,67,67,3,725000
J. Nietfeld,7488,2,24,2019,1,0,1,67,73,2,1100000
A. Šemper,7489,2,20,2022,0,0,1,67,80,1,1200000
T. Hájek,7490,2,26,2020,3,1,1,67,69,2,775000
Dani Rodríguez,7491,2,30,2021,2,0,1,67,67,3,700000
M. Deplagne,7492,2,26,2020,3,0,1,67,68,2,725000
P. Lipski,7494,2,24,2021,2,0,1,67,73,3,1000000
André Ferreira,7495,2,22,2019,0,0,1,67,75,1,850000
Assis,7496,4,28,2019,0,0,1,67,67,1,525000
J. Pineda,7498,4,29,2018,1,0,1,67,67,3,750000
M. Donoso,7499,4,31,2018,1,0,1,67,67,2,675000
L. Zander,7500,2,22,2019,3,0,1,67,74,2,900000
Curro Sánchez,7501,2,22,2019,2,1,1,67,74,3,1100000
Z. Dedič,7503,2,33,2019,1,0,2,67,67,3,475000
Tete Morente,7505,2,21,2021,2,0,1,67,79,3,1400000
P. van Ooijen,7508,2,26,2020,2,0,1,67,69,3,900000
G. Cvijanović,7509,2,31,2020,2,0,1,67,67,3,675000
T. Taguchi,7510,1,27,2021,2,0,1,67,68,3,850000
R. Acquafresca,7513,2,30,2020,1,0,1,67,67,3,725000
C. Tabó,7514,4,24,2020,2,0,1,67,69,3,950000
S. Nijland,7516,2,29,2020,2,0,1,67,67,3,750000
R. Crivello,7518,2,26,2020,3,1,1,67,67,2,650000
T. Ayasse,7519,2,31,2019,2,0,1,67,67,2,525000
L. Załuska,7521,2,36,2019,0,0,1,67,67,1,100000
M. Schmerböck,7522,2,24,2021,1,1,1,67,73,3,1100000
Augusto,7525,2,30,2019,2,1,1,67,67,2,575000
A. Maxsø,7526,2,24,2021,3,0,1,67,73,2,900000
M. Vrushaj,7530,2,19,2019,2,0,1,67,80,3,1400000
G. Munari,7532,2,35,2019,2,0,1,67,67,2,325000
Rudy,7534,0,29,2018,2,0,1,67,67,3,750000
S. Knežević,7535,2,21,2020,3,0,1,67,79,2,1200000
M. Heider,7536,2,32,2019,2,0,1,67,67,3,600000
S. Edera,7539,2,21,2023,1,1,1,67,77,3,1200000
G. Hupperts,7541,2,26,2020,1,0,1,67,68,3,900000
Melvin Regalito,7545,4,26,2021,2,1,1,67,67,3,825000
L. Ayçiçek,7547,2,24,2019,2,0,1,67,72,3,1000000
E. Albín,7548,4,29,2022,3,0,1,67,67,3,575000
M. Troiano,7549,2,33,2019,2,1,1,67,67,2,450000
N. Linares,7551,4,22,2021,2,0,1,67,77,3,1100000
J. Ávila,7552,4,26,2023,3,0,1,67,69,2,775000
Nuno Valente,7553,2,26,2021,2,0,1,67,68,3,875000
D. Vicencio,7556,4,25,2019,3,0,1,67,71,2,825000
S. Leuko,7561,0,24,2020,3,0,1,67,72,2,850000
D. Goutas,7562,2,24,2019,3,0,1,67,72,2,875000
Wilsson Rosito,7563,4,34,2021,2,1,1,67,67,3,375000
A. Bastoni,7565,2,19,2019,3,1,1,67,87,2,1500000
F. Nájera,7567,4,34,2018,3,0,1,67,67,2,230000
D. Milinković,7568,2,24,2021,2,0,1,67,73,3,1000000
J. Vachoux,7570,2,23,2019,0,0,1,67,75,1,850000
P. Mandanda,7572,0,28,2022,0,0,1,67,68,1,625000
Éverton Luiz,7574,4,30,2020,2,0,1,67,67,2,575000
Puertas,7575,2,26,2020,2,0,1,67,68,3,900000
J. Duverne,7576,2,20,2019,3,0,1,67,77,2,1100000
J. Andrada,7580,4,23,2021,2,0,1,67,75,3,975000
J. Rasmussen,7585,2,21,2022,3,1,1,67,78,2,1200000
C. Chiricò,7588,2,26,2021,1,1,1,67,67,3,825000
H. Sacko,7589,0,24,2019,2,0,1,67,71,3,1000000
Chris Farminhão,7590,4,34,2021,3,0,1,67,67,2,230000
D. Keita-Ruel,7591,2,28,2020,1,0,1,67,67,2,800000
P. Zulu,7592,0,25,2020,2,1,1,67,68,3,900000
H. Bahebri,7593,1,25,2019,2,1,1,67,68,4,900000
C. Arias,7594,4,30,2020,1,0,1,67,67,3,725000
W. Dammers,7596,2,23,2020,3,0,1,67,70,2,825000
K. Kotsaris,7597,2,21,2021,0,0,1,67,77,1,950000
P. Małecki,7600,2,29,2020,2,0,1,67,67,3,750000
Romário,7603,4,32,2022,2,0,1,67,67,3,575000
Pedro Trigueira,7604,2,30,2020,0,0,1,67,68,1,575000
J. Billong,7607,2,24,2021,3,0,1,67,71,2,850000
L. Arias,7608,4,33,2022,2,1,1,67,67,3,475000
K. Arkivuo,7609,2,35,2019,3,0,1,67,67,3,160000
S. Palombi,7610,2,22,2019,1,0,1,67,76,2,1200000
G. Maggiore,7611,2,20,2023,2,0,1,67,83,3,1700000
Nolaskoain,7617,2,19,2024,3,0,1,67,78,3,1100000
João Carlos,7619,4,23,2021,1,0,1,67,71,3,1000000
S. Kulovits,7621,2,35,2019,2,0,1,67,67,2,180000
T. Grøgaard,7622,2,24,2021,3,1,1,67,74,3,900000
M. Bukata,7624,2,24,2021,2,0,1,67,70,3,950000
K. Broll,7625,2,22,2019,0,0,1,67,74,1,800000
C. Philipps,7628,2,24,2019,2,0,1,67,73,2,900000
Héctor Rodas,7634,2,30,2020,3,0,1,67,67,2,575000
D. Høegh,7635,2,27,2019,3,0,1,67,68,2,725000
F. Micolta,7637,4,28,2020,1,0,1,67,67,3,800000
J. Piotrowski,7638,2,20,2021,2,0,1,67,77,3,1200000
M. Carretta,7639,2,27,2021,1,1,1,67,67,2,800000
J. Skalák,7640,2,26,2021,2,0,1,67,68,3,900000
V. Hoff,7642,2,22,2021,2,0,1,67,75,3,1100000
J. Riedel,7645,2,26,2021,3,0,1,67,69,2,775000
T. Yalçıner,7646,1,31,2020,2,1,1,67,67,3,525000
A. Nouri,7648,2,28,2021,3,0,1,67,67,3,600000
C. Gartner,7649,2,24,2019,2,0,1,67,71,3,975000
N. Yeri,7664,4,26,2021,2,0,1,67,68,3,875000
M. Pinato,7665,2,23,2019,2,1,1,67,75,3,1100000
J. Campuzano,7668,4,22,2021,2,0,1,67,80,2,1300000
L. Néry,7670,2,27,2020,3,0,1,67,68,2,700000
J. Iglesias,7671,4,29,2020,2,0,1,67,67,3,600000
M. El Hamdaoui,7672,0,33,2019,1,0,2,67,67,3,475000
Welson Leima,7673,4,34,2021,2,0,1,67,67,2,230000
A. Al Sahabi,7678,1,31,2020,3,0,1,67,67,2,525000
Y. El Jebli,7679,2,25,2020,2,0,1,67,69,3,925000
P. Bengtsson,7681,2,30,2022,3,1,1,67,67,2,550000
F. Kamberi,7682,2,23,2021,1,0,1,67,76,2,1200000
L. Nomenjanahary,7684,0,32,2021,1,1,1,67,67,3,600000
G. Donyoh,7686,0,23,2021,1,1,1,67,73,3,1100000
F. Troyansky,7687,4,21,2021,1,1,1,67,80,3,1500000
D. Koppers,7688,2,26,2019,3,1,1,67,68,3,725000
F. Crivelli,7691,4,36,2023,0,0,1,67,67,1,100000
J. Amoroso,7692,4,30,2019,2,0,1,67,67,2,725000
A. Barillà,7693,2,30,2020,2,1,1,67,67,2,700000
Borja Viguera,7695,2,31,2020,1,0,1,67,67,3,675000
A. Masika,7696,0,25,2019,2,0,1,67,68,3,900000
S. Kroon,7697,2,25,2021,2,0,1,67,70,3,950000
A. Al Hafith,7698,1,25,2021,3,0,1,67,72,2,850000
J. Gradit,7699,2,25,2020,3,0,1,67,70,2,800000
L. Boeder,7700,2,21,2019,3,0,1,67,74,2,900000
T. Pochettino,7701,4,22,2019,2,0,1,67,75,3,1100000
A. Robic,7702,2,32,2019,2,0,1,67,67,3,600000
F. Ulvestad,7706,2,26,2020,2,0,1,67,70,3,925000
C. Çavlan,7707,2,26,2019,2,1,1,67,69,3,750000
F. Ben Youssef,7708,0,27,2020,2,0,1,67,67,3,825000
M. Pučko,7709,2,24,2020,2,0,1,67,71,3,1000000
A. Ngamukol,7713,0,30,2019,1,0,1,67,67,3,725000
F. Brandán,7714,4,28,2019,2,0,1,67,67,3,775000
Zubiaurre,7715,2,21,2021,0,1,1,67,75,1,850000
S. Bertram,7717,2,27,2019,1,1,1,67,67,3,825000
Z. Korcsmár,7718,2,29,2020,3,0,1,67,67,2,600000
D. Sorgić,7719,2,28,2021,1,0,1,67,67,2,800000
P. Mortensen,7720,2,28,2019,1,0,1,67,67,2,800000
Tekio,7721,2,27,2020,3,0,1,67,67,2,625000
M. Bíttolo,7723,4,28,2019,3,1,1,67,67,2,600000
B. Djiby Fall,7724,0,33,2018,1,0,1,67,67,3,475000
D. Cardoso,7725,0,29,2019,3,1,1,67,67,2,600000
J. Demetriou,7726,2,30,2021,3,0,1,67,67,2,550000
M. Ritzmaier,7728,2,25,2019,2,1,1,67,70,3,950000
H. Shala,7730,2,26,2018,1,1,1,67,70,3,950000
J. Ángulo,7732,4,22,2023,3,1,1,67,77,3,1100000
G. Tormin,7734,2,20,2019,2,1,1,67,78,3,1300000
L. Clemenza,7736,2,20,2019,2,1,1,67,76,3,1200000
L. Wolsztyński,7738,2,23,2019,1,0,1,67,73,3,1100000
P. Göbel,7739,2,24,2019,3,0,1,67,69,3,950000
A. Gouiri,7740,2,18,2021,1,0,1,67,86,3,1600000
M. Njie,7742,2,22,2018,2,0,1,67,75,4,1100000
P. Klewin,7744,2,24,2020,0,0,1,67,73,1,750000
S. Jovanović,7745,2,26,2019,1,1,1,67,68,3,900000
S. Wannenwetsch,7747,2,26,2019,3,0,1,67,69,2,775000
R. Gelmi,7749,2,23,2020,3,0,1,67,77,2,1100000
F. Migliore,7752,2,30,2020,3,1,1,67,67,3,550000
Renan Tojeiras,7754,4,34,2021,2,1,1,67,67,2,230000
G. Miura,7755,1,23,2018,3,0,1,67,76,2,1000000
Juande,7756,2,31,2020,2,0,1,67,67,2,525000
Nuno Cedrim,7758,4,26,2021,2,0,1,67,67,3,825000
L. Bostyn,7761,2,24,2021,0,0,1,67,71,1,700000
L. Abergel,7762,2,25,2020,3,0,1,67,71,2,825000
A. Zapata,7763,4,23,2023,1,1,1,67,74,3,1100000
N. Zimling,7764,2,33,2019,2,0,1,67,67,3,450000
J. Bager,7765,2,21,2020,3,0,1,67,74,2,925000
G. Masouras,7766,2,21,2023,3,0,1,67,74,2,900000
G. Bourillon,7767,2,34,2019,3,0,1,67,67,2,230000
A. D'Alberto,7768,2,23,2021,3,0,1,67,72,2,850000
B. Vătăjelu,7771,2,25,2020,2,1,1,67,70,3,950000
L. Ilić,7774,2,18,2019,2,1,1,67,79,4,1300000
D. Del Fabro,7777,2,23,2019,3,0,1,67,72,2,875000
Pol García,7778,2,23,2020,3,1,1,67,73,2,900000
D. Agazzi,7779,2,25,2019,2,0,1,67,70,3,950000
C. Cambon,7780,2,31,2019,3,0,1,67,67,2,525000
A. Tembeng,7781,0,26,2019,2,1,1,67,70,2,800000
Estevãtinho,7783,4,26,2021,2,0,1,67,67,3,825000
S. Lex,7784,2,28,2020,1,0,1,67,67,3,775000
K. Matsubara,7786,1,25,2021,3,0,1,67,72,3,850000
E. Purita,7787,4,21,2019,3,0,1,67,81,2,1500000
S. Guri,7788,2,24,2021,1,0,1,67,71,2,1000000
F. Holthaus,7790,2,23,2019,3,1,1,67,75,3,950000
L. da Silva Lopes,7791,2,19,2022,2,0,1,67,79,3,1300000
M. Janota,7794,2,27,2019,2,1,1,67,67,3,800000
Alan Schons,7797,4,25,2019,2,0,1,67,70,3,950000
L. Heredia,7798,4,21,2019,1,0,1,67,75,3,1100000
R. Lundström,7800,2,28,2020,3,0,1,67,67,2,600000
A. El Kaabi,7802,0,25,2020,1,1,1,67,71,2,1000000
P. Testroet,7803,2,27,2021,1,0,1,67,67,3,825000
S. Benyamina,7804,2,28,2020,1,0,1,67,67,3,800000
C. Sepúlveda,7805,4,26,2019,2,0,1,67,72,2,850000
V. N'Simba,7807,0,24,2020,3,1,1,67,70,3,800000
C. Handke,7808,2,29,2019,3,0,1,67,67,2,600000
K. Kratz,7810,2,31,2018,2,0,1,67,67,3,675000
Claude Gonçalves,7812,2,24,2020,2,0,1,67,71,2,850000
G. Trauner,7814,2,26,2020,3,0,1,67,72,2,850000
Accioly,7815,4,37,2019,3,0,1,67,67,2,100000
G. Iñíguez,7816,4,24,2019,2,0,1,67,72,3,1000000
D. McGowan,7820,3,26,2019,3,0,1,67,68,2,750000
B. Sankoh,7821,0,26,2020,2,0,1,67,70,2,800000
A. Márquez,7822,4,26,2019,3,0,1,67,68,3,725000
F. Öztorun,7824,1,31,2019,3,1,1,67,67,2,500000
Lucas Fernandes,7827,4,20,2019,2,0,1,67,80,3,1500000
E. Salomonsson,7830,2,29,2018,3,0,1,67,67,2,575000
P. Izzo,7832,3,23,2020,0,0,1,67,72,1,725000
M. Farrona Pulido,7833,2,25,2020,2,0,1,67,69,3,925000
Y. Kurtuluş,7837,1,32,2019,2,0,1,67,67,3,450000
M. Starke,7838,0,27,2019,1,1,1,67,68,3,900000
Javi Flores,7841,2,32,2019,2,0,1,67,67,3,575000
E. Padella,7843,2,29,2020,3,0,1,67,67,2,600000
J. Onguéné,7844,0,20,2022,3,0,1,67,81,2,1500000
B. Bahn,7845,2,25,2020,2,0,1,67,69,3,925000
N. Seufert,7847,2,21,2021,2,0,1,67,78,3,1300000
S. Lobjanidze,7848,2,23,2020,2,1,1,67,75,3,1100000
J. Miño,7849,4,30,2019,2,0,1,67,67,2,575000
G. Mastinu,7854,2,26,2021,2,1,1,67,68,3,900000
Alex Doneiro,7855,4,30,2021,2,1,1,67,67,3,725000
J. von Haacke,7857,2,24,2019,2,1,1,67,71,3,975000
F. Beijmo,7859,2,20,2022,3,0,1,67,79,2,1200000
E. Lieftink,7861,2,24,2019,2,1,1,67,72,2,1000000
Diego Aguirre,7862,2,27,2021,2,1,1,67,67,3,800000
Gustavo Pastinho,7863,4,26,2021,1,0,1,67,67,3,825000
R. Manaj,7864,2,21,2019,1,0,1,67,78,3,1300000
Oriol Busquets,7868,2,19,2021,2,0,1,67,82,3,1500000
Pipa,7869,2,20,2022,3,0,1,67,75,2,975000
Pardo,7870,2,30,2019,3,0,1,67,67,2,575000
Abel Ruiz,7873,2,18,2021,1,0,1,67,83,3,1600000
P. Zinckernagel,7876,2,23,2020,1,0,1,67,73,3,1000000
E. Güral,7877,1,29,2020,2,1,1,67,67,3,750000
E. Bakker,7880,2,28,2019,2,0,1,67,67,3,750000
F. Altamirano,7883,4,22,2020,0,0,1,67,79,1,1100000
M. Wanitzek,7884,2,25,2020,2,0,1,67,70,3,950000
H. Fujiharu,7885,1,29,2021,3,1,1,67,67,2,575000
J. Shonga,7888,0,21,2021,1,0,1,67,73,3,1100000
S. Sararer,7889,1,28,2019,2,0,1,67,67,3,775000
P. Eler,7896,2,27,2019,1,0,1,67,68,3,900000
X. Mlambo,7897,0,27,2021,2,0,1,67,68,3,850000
Buatu,7901,0,24,2022,3,0,1,67,72,2,875000
V. Sarno,7903,2,30,2020,2,1,1,67,67,3,725000
M. Pušić,7904,2,30,2019,1,1,1,67,67,2,725000
P. Caballero,7906,4,32,2019,1,1,1,67,67,2,600000
K. Wojtkowski,7908,2,20,2020,2,0,1,67,81,3,1700000
S. Özkan,7911,1,31,2019,2,0,1,67,67,3,675000
S. Jaime,7912,4,31,2018,1,0,1,67,67,2,675000
M. Bader,7913,2,21,2021,3,0,1,67,75,3,975000
D. Arboleda,7914,4,23,2018,3,0,1,67,78,2,1100000
K. Mizunuma,7918,1,28,2021,2,0,1,67,67,3,775000
S. Jamieson,7919,3,29,2021,3,1,1,67,67,2,575000
R. Grange,7920,2,29,2021,2,0,1,67,67,3,750000
D. Nazarov,7921,2,28,2021,1,0,1,67,67,3,800000
C. Robles,7922,4,26,2023,2,0,1,67,71,2,825000
M. Akbaş,7923,1,28,2019,3,1,1,67,67,2,625000
J. Eggestein,7924,2,20,2019,1,0,1,67,81,3,1700000
P. Bouby,7925,2,34,2019,3,1,1,67,67,2,230000
Sérgio Marakis,7926,2,26,2019,2,0,1,67,69,2,775000
N. Rubio,7927,4,23,2018,2,0,1,67,76,3,1200000
Xande Silva,7928,2,21,2021,1,0,1,67,77,3,1300000
S. Marzo,7930,2,27,2020,3,0,1,67,67,2,625000
Carlos Abad,7932,2,23,2019,0,0,1,67,77,1,950000
M. Prévot,7933,2,21,2020,0,0,1,67,79,1,1100000
F. Serrarens,7935,2,27,2019,1,0,1,67,68,2,900000
K. Løkberg,7936,2,26,2018,2,0,1,67,70,3,925000
L. Duarte,7939,2,27,2019,2,1,1,67,67,3,775000
Néstor Albiach,7943,2,25,2019,2,1,1,67,69,3,925000
Jaílson,7947,4,22,2022,2,0,1,67,78,2,1100000
P. Vlachodimos,7949,2,26,2020,2,0,1,67,67,3,825000
D. Bohar,7950,2,26,2021,2,0,1,67,67,3,825000
H. Elhouni,7951,0,24,2019,1,0,1,67,72,4,1000000
O. Mihálik,7952,2,21,2022,1,0,1,67,75,3,1100000
L. Nestor,7953,2,29,2019,3,0,1,67,68,2,675000
J. Thomassen,7954,2,30,2020,3,1,1,67,67,2,550000
G. Lódico,7957,4,20,2020,2,0,1,67,79,3,1300000
Leandro,7958,4,25,2018,2,0,1,67,69,3,925000
A. Radovanović,7963,2,24,2022,3,1,1,67,71,2,850000
W. Moimbé-Tahrat,7964,2,29,2019,3,1,1,67,67,3,575000
R. de Boer,7965,2,20,2022,0,0,1,67,78,1,1000000
N. Julan,7966,2,21,2021,1,0,1,67,78,3,1300000
L. Acevedo,7969,4,26,2019,3,0,1,67,70,2,800000
S. Zúñiga,7970,4,28,2018,2,0,1,67,67,3,775000
T. Vlietinck,7971,2,20,2020,2,0,1,67,79,3,1400000
E. Friberg,7972,2,32,2020,2,0,1,67,67,2,575000
J. Nyholm,7974,2,24,2019,3,0,1,67,73,2,900000
D. Nishi,7975,1,30,2021,3,0,1,67,67,3,550000
Alemão,7980,4,31,2022,3,0,1,67,67,2,525000
T. Asta-Buruaga,7981,4,21,2018,3,0,1,67,76,2,1000000
K. Azamoum,7982,2,28,2021,2,0,1,67,67,3,625000
S. Nagasawa,7985,1,29,2019,1,0,1,67,67,3,750000
Jorge Fellipe,7986,4,29,2019,3,1,1,67,67,2,600000
Neris,7988,4,26,2020,3,0,1,67,72,2,850000
J. Mena,7990,4,29,2023,3,0,1,67,68,2,675000
A. Nkaka,7992,2,22,2022,2,0,1,67,74,2,925000
Álvaro Tejero,7993,2,21,2019,3,0,1,67,77,2,1100000
F. Concas,7994,2,31,2019,2,0,1,67,67,3,675000
A. Co?elev,7995,2,24,2021,0,0,1,67,72,1,725000
D. Kolovos,7996,2,25,2020,2,0,1,67,71,3,975000
Rafael de Aseiro,7999,4,26,2021,0,1,1,67,67,1,525000
Iñigo Muñoz,8002,2,21,2019,1,0,1,67,79,3,1400000
T. Sana,8003,2,28,2020,2,0,1,67,67,3,800000
T. Tzandaris,8005,2,25,2020,2,1,1,67,70,3,800000
I. Kecojević,8009,2,30,2020,3,0,1,67,67,2,575000
J. Espinoza,8013,4,26,2018,3,0,1,67,67,3,650000
T. Ugajin,8015,1,30,2021,2,0,1,67,67,2,725000
Abraham,8016,2,32,2019,3,1,1,67,67,3,425000
J. Zuluaga,8018,4,25,2023,3,0,1,67,71,2,825000
A. Lundqvist,8019,2,24,2023,3,1,1,67,73,2,875000
B. Godeau,8021,2,26,2020,3,1,1,67,70,2,800000
T. Sekine,8023,1,23,2019,2,0,1,67,72,2,1000000
I. Franjić,8025,3,30,2020,3,0,1,67,67,3,550000
M. Boxall,8026,3,29,2022,3,0,1,67,67,2,600000
J. Schoop,8027,2,29,2019,2,1,1,67,67,3,725000
S. Ngom,8030,0,25,2021,1,0,1,67,71,3,1000000
Adaílton,8031,4,27,2021,1,0,1,67,67,3,825000
F. Bravo,8034,4,24,2023,2,0,1,67,74,2,925000
Rubén Yáñez,8035,2,24,2020,0,0,1,67,72,1,725000
D. Kempe,8040,2,32,2019,3,1,1,67,67,2,425000
J. Thomsen,8041,2,36,2019,3,0,1,67,67,2,90000
S. Traut,8044,2,33,2019,2,0,1,67,67,2,290000
S. Goss,8046,2,22,2020,2,1,1,67,75,2,1100000
K. Miyoshi,8048,1,21,2019,1,1,1,67,76,3,1200000
J. Opoku,8049,2,28,2019,1,0,1,67,67,3,775000
S. Sutter,8050,2,32,2021,3,0,1,67,67,2,425000
R. Vloet,8051,2,23,2022,2,0,1,67,72,3,1000000
I. Depe,8052,1,25,2020,2,1,1,67,68,3,900000
G. Gotti,8054,4,24,2018,1,0,1,67,72,2,1000000
V. Rennella,8056,2,29,2020,1,1,1,67,67,3,750000
I. Vetokele,8059,0,26,2019,1,0,1,67,69,3,925000
B. Aloé,8060,2,24,2020,3,0,1,67,75,2,975000
B. Véjar,8061,4,22,2022,2,0,1,67,75,3,1100000
M. Al Kuwaykibi,8062,1,23,2021,2,1,1,67,72,4,1000000
L. Guwara,8067,2,22,2021,3,1,1,67,77,3,1100000
Mandi,8069,2,29,2019,2,0,1,67,67,2,600000
S. Hefti,8070,2,20,2020,3,0,1,67,79,2,1200000
C. Monschein,8071,2,25,2021,2,0,1,67,70,3,975000
L. Belingheri,8072,2,35,2019,2,0,1,67,67,3,325000
M. Lovera,8073,4,19,2019,2,0,1,67,80,3,1400000
M. Escudero,8076,4,29,2023,3,0,1,67,68,2,675000
E. Kılınç,8079,1,23,2020,2,1,1,67,72,3,1000000
Jon Erice,8080,2,31,2019,2,1,1,67,67,2,650000
P. Lienhart,8083,2,21,2022,3,0,1,67,77,2,1100000
M. Ibáñez,8086,4,31,2023,0,0,1,67,67,1,475000
A. Arrighini,8087,2,28,2020,1,0,1,67,67,2,800000
J. Cádiz,8088,4,22,2020,1,0,1,67,73,3,1100000
L. Kozák,8089,2,29,2021,1,0,1,67,67,2,750000
B. Romero,8091,4,27,2021,1,0,1,67,68,3,900000
G. Togni,8092,4,20,2019,1,1,1,67,78,3,1300000
G. Tello,8095,4,25,2020,2,0,1,67,70,3,950000
I. Pallas,8096,4,35,2019,3,0,1,67,67,2,180000
J. Clément,8099,2,33,2019,2,1,2,67,67,2,300000
C. Songkrasin,8100,1,24,2020,1,0,1,67,70,3,975000
Quim Araujo,8101,2,30,2020,2,0,1,67,67,3,725000
T. Wachsmuth,8104,2,31,2019,3,0,1,67,67,2,525000
K. Ota,8108,1,30,2018,3,1,1,67,67,3,550000
M. Mouandilmadji,8109,0,20,2022,1,0,1,67,78,3,1300000
B. Kopplin,8111,2,29,2020,3,0,1,67,67,3,575000
S. Contessa,8112,2,28,2019,3,1,1,67,67,2,600000
J. Löhmannsröben,8113,2,27,2019,2,0,1,67,69,2,750000
M. Hamdaoui,8116,2,25,2020,2,0,1,67,70,3,950000
H. Berríos,8118,4,31,2023,3,0,1,67,67,2,500000
F. Tardieu,8121,2,26,2021,2,0,1,67,70,3,800000
C. Verdonk,8123,2,21,2020,3,1,1,67,74,3,900000
A. Blondell,8124,4,24,2021,1,0,1,67,74,3,1100000
Eddy Silvestre,8125,2,25,2020,2,0,1,67,71,3,825000
M. Sao,8127,2,28,2020,2,1,1,67,67,3,775000
T. Bingöl,8128,1,25,2019,2,0,1,67,70,3,950000
M. Busch,8129,2,23,2020,3,0,1,67,72,3,850000
E. Suagher,8133,2,25,2019,3,0,1,67,70,2,800000
T. Ebuehi,8135,0,22,2023,3,0,1,67,72,2,850000
I. Groothuizen,8137,2,21,2021,0,0,1,67,75,1,850000
Provencio,8138,2,30,2019,2,0,1,67,67,3,700000
Jairo Morillas,8139,2,24,2022,1,0,1,67,72,3,1000000
M. Al Fatil,8140,1,26,2021,3,0,1,67,71,2,825000
T. Deng,8141,3,21,2020,3,0,1,67,72,2,875000
D. Lamkel Zé,8142,0,21,2022,2,0,1,67,75,3,1100000
V. Luchkevych,8143,2,22,2020,2,0,1,67,73,3,1000000
J. Radošević,8146,2,24,2022,2,0,1,67,73,2,900000
C. Remmer,8149,2,25,2019,3,0,1,67,71,3,825000
L. Slagveer,8150,2,24,2019,2,0,1,67,70,3,975000
F. Lewis,8151,2,25,2020,3,0,1,67,70,3,800000
J. Vásquez,8152,4,30,2023,2,0,1,67,67,3,575000
M. Svilar,8153,2,18,2022,0,0,1,67,84,1,1300000
J. Jeggo,8154,3,26,2021,2,0,1,67,70,3,800000
G. Navarrete,8155,4,23,2019,2,0,1,67,74,2,1100000
Y. Coulibaly,8156,0,23,2019,3,1,1,67,73,2,875000
F. Saavedra,8157,4,32,2020,2,0,1,67,67,3,575000
R. Framberger,8158,2,22,2021,3,0,1,67,75,2,950000
J. Vargas,8159,4,20,2019,1,0,1,67,77,3,1300000
S. Aluko,8160,0,29,2021,1,1,1,67,67,3,750000
S. Pasa,8162,2,24,2021,2,1,1,67,74,2,1100000
J. Kalla,8164,2,31,2020,3,0,1,67,67,2,500000
M. Parensen,8166,2,32,2019,3,1,1,67,67,3,425000
Rodri Tarín,8168,2,21,2021,3,0,1,67,75,2,975000
A. Mbekile,8169,0,31,2021,3,0,1,67,67,3,500000
R. Arias,8170,4,25,2021,3,0,1,67,68,2,750000
S. Singh,8171,3,19,2020,2,1,1,67,79,3,1300000
L. Schweers,8172,2,22,2019,3,0,1,67,73,2,900000
T. Kløve,8176,2,27,2021,2,0,1,67,67,3,800000
G. Di Chiara,8178,2,24,2019,3,1,1,67,72,3,850000
João Silva,8179,2,28,2019,1,0,1,67,67,2,800000
N. Solís,8180,4,24,2019,2,1,1,67,73,3,1000000
J. Monreal,8181,4,22,2019,1,0,1,67,76,3,1200000
G. Itter,8183,2,19,2021,3,1,1,67,85,3,1500000
Bruno Costa,8184,2,21,2022,2,0,1,67,76,3,1200000
E. Palomino,8187,4,32,2023,2,0,1,67,67,3,600000
R. Lindkvist,8188,2,28,2020,3,1,1,67,67,2,600000
V. Kostevych,8189,2,25,2020,3,1,1,67,68,2,725000
Diego Maurício,8191,4,27,2020,2,0,1,67,67,4,800000
S. Ishizaki,8193,2,36,2019,2,0,1,67,67,3,240000
B. van Hintum,8194,2,31,2019,3,1,1,67,67,2,500000
E. Brítez,8195,4,26,2018,3,0,1,67,70,2,775000
S. Aresti,8196,2,32,2020,0,0,1,67,67,1,450000
W. Pacheco,8197,4,23,2023,3,0,1,67,75,2,950000
K. Fisker,8198,2,30,2020,2,1,1,67,67,3,700000
B. Rymaniak,8201,2,28,2019,3,0,1,67,67,2,600000
R. McGowan,8202,3,28,2019,3,0,1,67,67,2,625000
Tiago Gomes,8205,2,31,2019,3,1,1,67,67,3,500000
D. Marsura,8206,2,24,2022,1,0,1,67,71,3,1000000
S. Zurbriggen,8207,4,28,2019,3,0,1,67,67,2,625000
A. Winter,8211,2,31,2019,2,0,1,67,67,3,675000
L. Azouni,8212,0,24,2020,2,0,1,67,71,2,975000
H. Martínez,8217,4,31,2018,3,0,1,67,67,2,525000
L. Delgado,8219,4,37,2023,0,0,1,67,67,1,50000
F. Heerkens,8220,2,28,2019,3,0,1,67,67,2,625000
T. Dierckx,8221,2,23,2020,2,0,1,67,72,3,1000000
K. Karami,8227,0,28,2020,3,0,1,67,67,3,600000
N. Lozano,8228,4,24,2019,3,1,1,67,72,2,875000
O. Vásquez,8231,4,28,2023,2,1,1,67,67,3,775000
Ribamar,8233,4,21,2021,1,1,1,67,78,2,1300000
Gonzalo Verdú,8235,2,29,2020,3,0,1,67,67,2,600000
T. Casasola,8237,4,22,2020,2,0,1,67,75,2,1100000
J. Stojanović,8238,2,26,2021,2,0,1,67,69,3,925000
H. Stengel,8240,2,22,2020,2,0,1,67,75,3,1100000
Paolo Fernandes,8241,2,19,2019,2,1,1,67,78,4,1300000
Rufo,8242,2,25,2020,2,0,1,67,71,3,1000000
N. Palacios,8246,4,26,2023,2,0,1,67,70,2,800000
